toptype1name,toptype2name,entityname
Markup languages,Programming languages,Atom (standard)
Markup languages,Programming languages,XML Object Model
Markup languages,Programming languages,RSS enclosure
Markup languages,Programming languages,MARC standards
Markup languages,Programming languages,XOXO (microformat)
Markup languages,Programming languages,MXML
Markup languages,Programming languages,XSLT
Markup languages,Programming languages,SXBL
Markup languages,Programming languages,WiX
Markup languages,Programming languages,KaXUL
Markup languages,Programming languages,VoiceXML
Markup languages,Programming languages,EMML (Motorola)
Markup languages,Programming languages,RDFa
Markup languages,Programming languages,Web Ontology Language
Markup languages,Programming languages,RSS Cloud
Markup languages,Programming languages,RSS
Markup languages,Programming languages,RDF/XML
Markup languages,Programming languages,FeedSync
Markup languages,Programming languages,XBL
Markup languages,Programming languages,JDOM
Markup languages,Programming languages,Auto-lead Data Format
Markup languages,Programming languages,FXML
Markup languages,Programming languages,EXSLT
Markup languages,Programming languages,Extensible Application Markup Language
Markup languages,Programming languages,PubSubHubbub
Markup languages,Programming languages,Synchronized Multimedia Integration Language
Markup languages,Programming languages,XProc
Markup languages,Programming languages,XML Resource
Markup languages,Programming languages,XSL Formatting Objects
Markup languages,Programming languages,Enterprise Mashup Markup Language
Markup languages,Programming languages,XHTML Friends Network
Markup languages,Programming languages,ONIX for Books
Markup languages,Programming languages,SPARQL
Markup languages,Programming languages,OpenDocument
Markup languages,Programming languages,OpenDocument standardization
Markup languages,Programming languages,Standardization of Office Open XML
Markup languages,Programming languages,OpenOffice.org XML
Markup languages,Programming languages,Comparison of Office Open XML and OpenDocument
Markup languages,Programming languages,OpenDocument adoption
Markup languages,Programming languages,Visioo-Writer
Markup languages,Programming languages,LibreOffice
Markup languages,Programming languages,Michael Meeks (software developer)
Markup languages,Programming languages,Florian Effenberger
Markup languages,Programming languages,Thorsten Behrens
Markup languages,Programming languages,LibreOffice Writer
Markup languages,Programming languages,The Document Foundation
Markup languages,Programming languages,Collabora
Markup languages,Programming languages,Lanedo
Markup languages,Programming languages,IceWarp
Markup languages,Programming languages,Template:LibreOffice
Markup languages,Programming languages,LibreOffice Calc
Markup languages,Programming languages,Bj??rn Michaelsen
Markup languages,Programming languages,Apache OpenOffice
Markup languages,Programming languages,OpenOffice.org
Markup languages,Programming languages,IBM Workplace
Markup languages,Programming languages,IBM Lotus Symphony
Markup languages,Programming languages,Go-oo
Markup languages,Programming languages,StarOffice
Markup languages,Programming languages,NeoOffice
Markup languages,Programming languages,OpenOffice Basic
Markup languages,Programming languages,Universal Network Objects
Markup languages,Programming languages,Open Packaging Conventions
Markup languages,Programming languages,Comparison of Office Open XML software
Markup languages,Programming languages,Google Maps
Markup languages,Programming languages,Location API for Java ME
Markup languages,Programming languages,Yahoo! Pipes
Markup languages,Programming languages,Leaflet (software)
Markup languages,Programming languages,Marble (software)
Markup languages,Programming languages,NASA World Wind
Markup languages,Programming languages,OpenLayers
Markup languages,Programming languages,Google Earth
Markup languages,Programming languages,QML
Markup languages,Programming languages,GtkBuilder
Markup languages,Programming languages,Glade Interface Designer
Markup languages,Programming languages,XMLGUI
Markup languages,Programming languages,O:XML
Markup languages,Programming languages,POSXML
Markup languages,Programming languages,M Sharp (programming language)
Markup languages,Programming languages,ALFA (XACML)
Markup languages,Specification languages,XSLT/Muenchian grouping
Markup languages,Specification languages,Face Modeling Language
Markup languages,Specification languages,Digital Forensics XML
Markup languages,Specification languages,XL (XML programming language)
Markup languages,Specification languages,Scalable Vector Graphics
Markup languages,Specification languages,Ikivo Animator
Markup languages,Specification languages,SVG filter effects
Markup languages,Specification languages,Comparison of layout engines (Scalable Vector Graphics)
Markup languages,Specification languages,SVG animation
Markup languages,Specification languages,Inkscape
Markup languages,Specification languages,Openclipart
Markup languages,Specification languages,Sodipodi
Markup languages,Specification languages,SVG Working Group
Markup languages,Specification languages,GPAC Project on Advanced Content
Markup languages,Specification languages,Librsvg
Markup languages,Specification languages,WiseMapping
Markup languages,Specification languages,Batik (software)
Markup languages,Specification languages,Renesis Player
Markup languages,Specification languages,SVG-edit
Markup languages,Specification languages,Google Swiffy
Markup languages,Specification languages,XMDP
Markup languages,Specification languages,XHTML Mobile Profile
Markup languages,Specification languages,Image map
Markup languages,Specification languages,XHTML Basic
Markup languages,Specification languages,David Webber
Markup languages,Specification languages,AdsML
Markup languages,Specification languages,Medical Reality Markup Language
Markup languages,Specification languages,SED-ML
Markup languages,Specification languages,Business Intelligence Markup Language
Markup languages,Specification languages,ATML
Markup languages,Specification languages,Dimensional Markup language
Markup languages,Specification languages,AecXML
Markup languages,Specification languages,LOGML
Markup languages,Specification languages,AgcXML
Markup languages,Specification languages,News Industry Text Format
Markup languages,Specification languages,Zefania XML
Markup languages,Specification languages,Wireless Markup Language
Markup languages,Specification languages,Conversation Markup Language
Markup languages,Specification languages,AIML
Markup languages,Specification languages,FicML
Markup languages,Specification languages,TransducerML
Markup languages,Specification languages,R2ML
Markup languages,Specification languages,XMLTV
Markup languages,Specification languages,Physical markup language
Markup languages,Specification languages,SrcML
Markup languages,Specification languages,CLiX (markup)
Markup languages,Specification languages,RIF-CS
Markup languages,Specification languages,DXL
Markup languages,Specification languages,DCML (markup language)
Markup languages,Specification languages,EDXL
Markup languages,Specification languages,XGMML
Markup languages,Specification languages,3DXML
Markup languages,Specification languages,Universal Business Language
Markup languages,Specification languages,Graffiti Markup Language
Markup languages,Specification languages,Service Modeling Language
Markup languages,Specification languages,RuleML
Markup languages,Specification languages,PPML
Markup languages,Specification languages,CLIX (markup)
Markup languages,Specification languages,XPointer
Markup languages,Specification languages,XQuery and XPath Data Model
Markup languages,Specification languages,XPath 3
Markup languages,Specification languages,Fxgrep
Markup languages,Specification languages,XPath
Markup languages,Specification languages,XPath 2.0
Markup languages,Specification languages,Language Integrated Query
Markup languages,Specification languages,Production Rule Representation
Markup languages,Specification languages,XML Metadata Interchange
Markup languages,Specification languages,Eclipse (software)
Markup languages,Specification languages,NetBeans
Markup languages,Specification languages,XML schema
Markup languages,Specification languages,People Finder Interchange Format
Markup languages,Specification languages,TREX
Markup languages,Specification languages,XSIL
Markup languages,Specification languages,Music Encoding Initiative
Markup languages,Specification languages,Extensible Forms Description Language
Markup languages,Specification languages,Parameter Value Language
Markup languages,Specification languages,Regular Language description for XML
Markup languages,Specification languages,XML validation
Markup languages,Specification languages,RELAX NG
Markup languages,Specification languages,Document Schema Definition Languages
Markup languages,Specification languages,Standard Generalized Markup Language
Markup languages,Specification languages,Document Structure Description
Markup languages,Specification languages,Binary Format Description language
Markup languages,Specification languages,Text Encoding Initiative
Markup languages,Specification languages,TimeML
Markup languages,Specification languages,EbXML
Markup languages,Specification languages,SDEP
Markup languages,Specification languages,Schematron
Markup languages,Specification languages,XML
Markup languages,Specification languages,Interactive Financial Exchange
Markup languages,Specification languages,QName
Markup languages,Specification languages,MAREC
Markup languages,Specification languages,PCDATA
Markup languages,Specification languages,Tag omission
Markup languages,Specification languages,XML data binding
Markup languages,Specification languages,CCTRL
Markup languages,Specification languages,XML Configuration Access Protocol
Markup languages,Specification languages,XML denial-of-service attack
Markup languages,Specification languages,Clusterpoint
Markup languages,Specification languages,DITA Open Toolkit
Markup languages,Specification languages,Quark Author
Markup languages,Specification languages,NZB
Markup languages,Specification languages,XML retrieval
Markup languages,Specification languages,Mallard (documentation)
Markup languages,Specification languages,Unique Particle Attribution
Markup languages,Specification languages,Global listings format
Markup languages,Specification languages,Xs3p
Markup languages,Specification languages,CodeSynthesis XSD
Markup languages,Specification languages,XidML
Markup languages,Specification languages,Metadata Encoding and Transmission Standard
Markup languages,Specification languages,Zorba (XQuery processor)
Markup languages,Specification languages,XML Catalog
Markup languages,Specification languages,QTI
Markup languages,Specification languages,Simple Outline XML
Markup languages,Specification languages,Darwin Information Typing Architecture
Markup languages,Specification languages,XML Enabled Directory
Markup languages,Specification languages,FuseDocs (programming)
Markup languages,Specification languages,Root element
Markup languages,Specification languages,Well-formed document
Markup languages,Specification languages,XML Telemetric and Command Exchange
Markup languages,Specification languages,Universal Bill Format
Markup languages,Specification languages,Fast Infoset
Markup languages,Specification languages,XML and MIME
Markup languages,Specification languages,XML Schema Editor
Markup languages,Specification languages,Resource Description Framework
Markup languages,Specification languages,Adobe FrameMaker
Markup languages,Specification languages,XML namespace
Markup languages,Specification languages,OpenSearch
Markup languages,Specification languages,XDR Schema
Markup languages,Specification languages,Streaming XML
Markup languages,Specification languages,HyTime
Markup languages,Specification languages,LexML
Markup languages,Specification languages,Office Open XML file formats
Markup languages,Specification languages,XML Protocol
Markup languages,Specification languages,XML Events
Markup languages,Specification languages,Well-formed element
Markup languages,Specification languages,Global information management Metrics eXchange
Markup languages,Specification languages,XML appliance
Markup languages,Specification languages,XML Encryption
Markup languages,Specification languages,ALTO (XML)
Markup languages,Specification languages,SpeakRight Framework
Markup languages,Specification languages,EXtensible Text Framework
Markup languages,Specification languages,XEE (Starlight)
Markup languages,Specification languages,Binary XML
Markup languages,Specification languages,VTD-XML
Markup languages,Specification languages,FLWOR
Markup languages,Specification languages,XFDesigner
Markup languages,Specification languages,Arbortext Command Language
Markup languages,Specification languages,EXtensible Server Pages
Markup languages,Specification languages,CDATA
Markup languages,Specification languages,XML Literals
Markup languages,Specification languages,Valid characters in XML
Markup languages,Specification languages,XML Base
Markup languages,Specification languages,XBRLS
Markup languages,Specification languages,RoadXML
Markup languages,Specification languages,Business Process Definition Metamodel
Markup languages,Specification languages,Simple XML
Markup languages,Specification languages,Billion laughs
Markup languages,Specification languages,Styled Layer Descriptor
Markup languages,Specification languages,Office Open XML
Markup languages,Specification languages,OIOXML
Markup languages,Specification languages,XMLHttpRequest
Markup languages,Specification languages,Vector Markup Language
Markup languages,Specification languages,XML Certification Program
Markup languages,Specification languages,Schema for Object-Oriented XML
Markup languages,Specification languages,Internationalization Tag Set
Markup languages,Specification languages,Numeric character reference
Markup languages,Specification languages,XML editor
Markup languages,Specification languages,Portable Application Description
Markup languages,Specification languages,XML framework
Markup languages,Specification languages,FXG
Markup languages,Specification languages,Resources of a Resource
Markup languages,Specification languages,Component content management system
Markup languages,Specification languages,Processing Instruction
Markup languages,Specification languages,Quark XML Author
Markup languages,Specification languages,Dynamic XML
Markup languages,Specification languages,Publishing Requirements for Industry Standard Metadata
Markup languages,Specification languages,XEP (software)
Markup languages,Specification languages,BaseX
Markup languages,Specification languages,Plain Old XML
Markup languages,Specification languages,Klip
Markup languages,Specification languages,XML database
Markup languages,Specification languages,Open XML Paper Specification
Markup languages,Specification languages,ECMAScript for XML
Markup languages,Specification languages,UJML
Markup languages,Specification languages,Requirements Interchange Format
Markup languages,Specification languages,Head???body pattern
Markup languages,Specification languages,Legal XML
Markup languages,Specification languages,Efficient XML Interchange
Markup languages,Specification languages,D3L
Markup languages,Specification languages,XML tree
Markup languages,Specification languages,XMLSpy
Markup languages,Specification languages,XMLStarlet
Markup languages,Specification languages,Virtuoso Universal Server
Markup languages,Specification languages,Saxon XSLT
Markup languages,Specification languages,TransforMiiX
Markup languages,Specification languages,Libxslt
Markup languages,Specification languages,MSXML
Markup languages,Specification languages,Xalan
Markup languages,Specification languages,CDuce
Markup languages,Specification languages,Ajax (programming)
Markup languages,Specification languages,AxsJAX
Markup languages,Specification languages,Push technology
Markup languages,Specification languages,Ext JS
Markup languages,Specification languages,JsPHP
Markup languages,Specification languages,24SevenOffice
Markup languages,Specification languages,Jpspan
Markup languages,Specification languages,Google APIs
Markup languages,Specification languages,Qooxdoo
Markup languages,Specification languages,ZK (framework)
Markup languages,Specification languages,AngularJS
Markup languages,Specification languages,Ember.js
Markup languages,Specification languages,Bindows
Markup languages,Specification languages,ICEfaces
Markup languages,Specification languages,Comparison of JavaScript-based source code editors
Markup languages,Specification languages,DWR (Java)
Markup languages,Specification languages,Hijax
Markup languages,Specification languages,Dojo Toolkit
Markup languages,Specification languages,JSONP
Markup languages,Specification languages,Prototype JavaScript Framework
Markup languages,Specification languages,"Google Docs, Sheets, and Slides"
Markup languages,Specification languages,ThinWire
Markup languages,Specification languages,Comparison of JavaScript frameworks
Markup languages,Specification languages,Ionic (mobile app framework)
Markup languages,Specification languages,JavaScriptMVC
Markup languages,Specification languages,Velocity (JavaScript library)
Markup languages,Specification languages,JWt (Java web toolkit)
Markup languages,Specification languages,OpenAjax Alliance
Markup languages,Specification languages,Sajax
Markup languages,Specification languages,Gollum browser
Markup languages,Specification languages,Morfik
Markup languages,Specification languages,Chaplin.js
Markup languages,Specification languages,React (JavaScript library)
Markup languages,Specification languages,Lively Kernel
Markup languages,Specification languages,Rico (Ajax)
Markup languages,Specification languages,Moobile.js
Markup languages,Specification languages,JMaki
Markup languages,Specification languages,Script.aculo.us
Markup languages,Specification languages,JQuery Mobile
Markup languages,Specification languages,Xajax
Markup languages,Specification languages,Morfik FX
Markup languages,Specification languages,Knockout (web framework)
Markup languages,Specification languages,WaveMaker
Markup languages,Specification languages,EMVC
Markup languages,Specification languages,Scooby Web Calendar
Markup languages,Specification languages,Comet (programming)
Markup languages,Specification languages,Zimbra
Markup languages,Specification languages,Sencha Touch
Markup languages,Specification languages,YUI Library
Markup languages,Specification languages,Parallax scrolling
Markup languages,Specification languages,Document Update Markup Language
Markup languages,Specification languages,Helmi Technologies
Markup languages,Specification languages,Projax
Markup languages,Specification languages,WAI-ARIA
Markup languages,Specification languages,Apache XAP
Markup languages,Specification languages,Zarafa (software)
Markup languages,Specification languages,SOAPjr
Markup languages,Specification languages,AJAX.OOP
Markup languages,Specification languages,AjaxView
Markup languages,Specification languages,ASP.NET AJAX
Markup languages,Specification languages,MooTools
Markup languages,Specification languages,ThinkFree Office
Markup languages,Specification languages,Wt (web toolkit)
Markup languages,Specification languages,DHTMLX
Markup languages,Specification languages,JQuery
Markup languages,Specification languages,Ajax framework
Markup languages,Specification languages,Cross-origin resource sharing
Markup languages,Specification languages,JSON
Markup languages,Specification languages,Smart client
Markup languages,Specification languages,Ajax4jsf
Markup languages,Specification languages,SproutCore
Markup languages,Specification languages,Ace (editor)
Markup languages,Specification languages,Quicknet
Markup languages,Specification languages,Citadel/UX
Markup languages,Specification languages,Wakanda (software)
Markup languages,Specification languages,Webfmt
Markup languages,Specification languages,Ample SDK
Markup languages,Specification languages,Dropbox Paper
Markup languages,Specification languages,Ext.NET
Markup languages,Specification languages,Echo (framework)
Markup languages,Specification languages,SmartClient
Markup languages,Specification languages,OpenLaszlo
Markup languages,Specification languages,JSONiq
Markup languages,Specification languages,Gson
Markup languages,Specification languages,JSON Streaming
Markup languages,Specification languages,GeoJSON
Markup languages,Specification languages,Web Application Messaging Protocol
Markup languages,Specification languages,Hypertext Application Language
Markup languages,Specification languages,Jaql
Markup languages,Specification languages,JSON-RPC
Markup languages,Specification languages,BSON
Markup languages,Specification languages,JSON-LD
Markup languages,Specification languages,Smile (data interchange format)
Markup languages,Specification languages,JsonML
Markup languages,Specification languages,AJAJ
Markup languages,Specification languages,Jayrock
Markup languages,Specification languages,JSON Web Token
Markup languages,Specification languages,HOCON
Markup languages,Specification languages,EiskaltDC++
Markup languages,Specification languages,Java Architecture for XML Binding
Markup languages,Specification languages,Business Process Execution Language
Markup languages,Specification languages,Java API for XML Messaging
Markup languages,Specification languages,XQuery API for Java
Markup languages,Specification languages,Java API for RESTful Web Services
Markup languages,Specification languages,Java API for XML Registries
Markup languages,Specification languages,Java API for XML Web Services
Markup languages,Specification languages,Java API for XML Processing
Markup languages,Specification languages,Java API for XML-based RPC
Markup languages,Specification languages,TinyXML
Markup languages,Specification languages,EDXL Sharp
Markup languages,Specification languages,Libxml2
Markup languages,Specification languages,StAX
Markup languages,Specification languages,SimpleXML
Markup languages,Specification languages,KXML
Markup languages,Specification languages,Expat (library)
Markup languages,Specification languages,HaXml
Markup languages,Specification languages,XMLBeans
Markup languages,Specification languages,Xerces
Markup languages,Specification languages,Nokogiri (software)
Markup languages,Specification languages,CodeSynthesis XSD/e
Markup languages,Specification languages,XQuery
Markup languages,Specification languages,Apache VXQuery
Markup languages,Specification languages,Apache Pivot
Markup languages,Specification languages,Parboiled (Java)
Markup languages,Specification languages,Prince (software)
Markup languages,Specification languages,Xpeak
Markup languages,Specification languages,TeX4ht
Markup languages,Specification languages,Apache XML
Markup languages,Specification languages,AxKit
Markup languages,Specification languages,Xaira
Markup languages,Specification languages,CookXml
Markup languages,Specification languages,Oracle BI Publisher
Markup languages,Specification languages,OmniMark
Markup languages,Specification languages,Apache Ant
Markup languages,Specification languages,Validator
Markup languages,Specification languages,PureXML
Markup languages,Specification languages,Altsoft Xml2PDF
Markup languages,Specification languages,XStream
Markup languages,Specification languages,XMLNuke
Markup languages,Specification languages,Qizx
Markup languages,Specification languages,Sedna (database)
Markup languages,Specification languages,MarkLogic
Markup languages,Specification languages,EXist
Markup languages,Specification languages,Native XML database
Markup languages,Specification languages,Talk:BeerXML/Archive 1
Markup languages,Specification languages,Syntext Serna
Markup languages,Specification languages,Comparison of XML editors
Markup languages,Specification languages,XMLmind
Markup languages,Specification languages,XMetaL
Markup languages,Specification languages,Xerlin
Markup languages,Specification languages,Stylus Studio
Markup languages,Specification languages,Sublime Text
Markup languages,Specification languages,Visual Studio Code
Markup languages,Specification languages,Codelobster
Markup languages,Specification languages,Atom (text editor)
Markup languages,Specification languages,Liquid XML Studio
Markup languages,Specification languages,XML Notepad
Markup languages,Specification languages,IgniteXML
Markup languages,Specification languages,Xeditor
Markup languages,Specification languages,Peppermint (editor)
Markup languages,Specification languages,Oxygen XML Editor
Markup languages,Specification languages,RDF query language
Markup languages,Specification languages,GeoSPARQL
Markup languages,Specification languages,SPARUL
Markup languages,Specification languages,Versa (query language)
Markup languages,Specification languages,RDFLib
Markup languages,Specification languages,Redland RDF Application Framework
Markup languages,Specification languages,Adenine (programming language)
Markup languages,Specification languages,StrixDB
Markup languages,Specification languages,SPARQL Syntax Expressions
Markup languages,Specification languages,XUL
Markup languages,Specification languages,Hotel Technology Next Generation
Markup languages,Specification languages,OASIS (organization)
Markup languages,Specification languages,Sarvega
Markup languages,Specification languages,OpenTravel Alliance
Markup languages,Specification languages,Michael Howard Kay
Markup languages,Specification languages,Robin Berjon
Markup languages,Specification languages,Jeni Tennison
Markup languages,Specification languages,Jon Bosak
Markup languages,Specification languages,David Megginson
Markup languages,Specification languages,Michael Sperberg-McQueen
Markup languages,Specification languages,XPDL
Markup languages,Specification languages,Observations and Measurements
Markup languages,Specification languages,Polyglot markup
Markup languages,Specification languages,MIL-STD-6040
Markup languages,Specification languages,Context management
Markup languages,Specification languages,Use of Ogg formats in HTML5
Markup languages,Specification languages,XKMS
Markup languages,Specification languages,Categories for the Description of Works of Art
Markup languages,Specification languages,Open Data Protocol
Markup languages,Specification languages,WDDX
Markup languages,Specification languages,WS-Security
Markup languages,Specification languages,GML application schema
Markup languages,Specification languages,Speech Application Language Tags
Markup languages,Specification languages,XML-binary Optimized Packaging
Markup languages,Specification languages,XML Interface for Network Services
Markup languages,Specification languages,PhyloXML
Markup languages,Specification languages,Speech Synthesis Markup Language
Markup languages,Specification languages,Web Services Flow Language
Markup languages,Specification languages,Additive Manufacturing File Format
Markup languages,Specification languages,Keyhole Markup Language
Markup languages,Specification languages,Channel Definition Format
Markup languages,Specification languages,NIEM conformance
Markup languages,Specification languages,Streaming Transformations for XML
Markup languages,Specification languages,XCal
Markup languages,Specification languages,XLIFF
Markup languages,Specification languages,NewsML
Markup languages,Specification languages,XML/EDIFACT
Markup languages,Specification languages,Remote Telescope Markup Language
Markup languages,Specification languages,Atom (standard)
Markup languages,Specification languages,XML Object Model
Markup languages,Specification languages,XOMGL
Markup languages,Specification languages,NeuroML
Markup languages,Specification languages,RSS enclosure
Markup languages,Specification languages,Security Assertion Markup Language
Markup languages,Specification languages,National Information Exchange Model
Markup languages,Specification languages,Embedded RDF
Markup languages,Specification languages,MARC standards
Markup languages,Specification languages,Trusted Data Format
Markup languages,Specification languages,HTML5 in mobile devices
Markup languages,Specification languages,Really Simple Discovery
Markup languages,Specification languages,XLink
Markup languages,Specification languages,Consegi declaration
Markup languages,Specification languages,NewsML 1
Markup languages,Specification languages,XrML
Markup languages,Specification languages,SensorML
Markup languages,Specification languages,XUpdate
Markup languages,Specification languages,Web Services Description Language
Markup languages,Specification languages,OMA Client Provisioning
Markup languages,Specification languages,Speech Recognition Grammar Specification
Markup languages,Specification languages,Universal Description Discovery and Integration
Markup languages,Specification languages,IWXXM
Markup languages,Specification languages,XOXO (microformat)
Markup languages,Specification languages,Universal Core
Markup languages,Specification languages,OMDoc
Markup languages,Specification languages,BlogML
Markup languages,Specification languages,MXML
Markup languages,Specification languages,Digital Signature Services
Markup languages,Specification languages,Enterprise Privacy Authorization Language
Markup languages,Specification languages,Multimodal Architecture and Interfaces
Markup languages,Specification languages,Open eBook
Markup languages,Specification languages,Microsoft Office XML formats
Markup languages,Specification languages,MARIA XML
Markup languages,Specification languages,XML transformation language
Markup languages,Specification languages,XSLT
Markup languages,Specification languages,Canonical XML
Markup languages,Specification languages,MzXML
Markup languages,Specification languages,OPDS
Markup languages,Specification languages,OMA Device Management
Markup languages,Specification languages,Solution Deployment Descriptor
Markup languages,Specification languages,SXBL
Markup languages,Specification languages,Semantic Interpretation for Speech Recognition
Markup languages,Specification languages,Petri Net Markup Language
Markup languages,Specification languages,FleXML
Markup languages,Specification languages,Shipdex
Markup languages,Specification languages,BeerXML
Markup languages,Specification languages,Extensible resource identifier
Markup languages,Specification languages,WiX
Markup languages,Specification languages,Segmentation Rules eXchange
Markup languages,Specification languages,XACML
Markup languages,Specification languages,SAML 2.0
Markup languages,Specification languages,SOAP with Attachments
Markup languages,Specification languages,BPEL script
Markup languages,Specification languages,WS-Policy
Markup languages,Specification languages,XML-RPC
Markup languages,Specification languages,XML pipeline
Markup languages,Specification languages,ODRL
Markup languages,Specification languages,Continuous Media Markup Language
Markup languages,Specification languages,EventsML-G2
Markup languages,Specification languages,Namespace-based Validation Dispatching Language
Markup languages,Specification languages,Namespace Routing Language
Markup languages,Specification languages,KaXUL
Markup languages,Specification languages,XBEL
Markup languages,Specification languages,XRDS
Markup languages,Specification languages,XHTML Modularization
Markup languages,Specification languages,LIDO
Markup languages,Specification languages,NewsML-G2
Markup languages,Specification languages,VoiceXML
Markup languages,Specification languages,GXA
Markup languages,Specification languages,Extensible Data Format
Markup languages,Specification languages,XHTML
Markup languages,Specification languages,Content Management Interoperability Services
Markup languages,Specification languages,Job Definition Format
Markup languages,Specification languages,XSL
Markup languages,Specification languages,Journal Article Tag Suite
Markup languages,Specification languages,Call Control eXtensible Markup Language
Markup languages,Specification languages,Document type declaration
Markup languages,Specification languages,SWORD (protocol)
Markup languages,Specification languages,Attention Profiling Mark-up Language
Markup languages,Specification languages,EMML (Motorola)
Markup languages,Specification languages,HERAS-AF
Markup languages,Specification languages,GPS Exchange Format
Markup languages,Specification languages,Opera Show Format
Markup languages,Specification languages,Directory Services Markup Language
Markup languages,Specification languages,GRDDL
Markup languages,Specification languages,MathML
Markup languages,Specification languages,CellML
Markup languages,Specification languages,Web feed
Markup languages,Specification languages,Document type definition
Markup languages,Specification languages,Advanced Distributed Learning
Markup languages,Specification languages,XForms
Markup languages,Specification languages,XML Script
Markup languages,Specification languages,XML Information Set
Markup languages,Specification languages,GuideML
Markup languages,Specification languages,SAML 1.1
Markup languages,Specification languages,CityGML
Markup languages,Specification languages,RecipeML
Markup languages,Specification languages,XML Shareable Playlist Format
Markup languages,Specification languages,RDFa
Markup languages,Specification languages,Link contract
Markup languages,Specification languages,AS4
Markup languages,Specification languages,LGML
Markup languages,Specification languages,Web Ontology Language
Markup languages,Specification languages,XML for Analysis
Markup languages,Specification languages,Document Definition Markup Language
Markup languages,Specification languages,DGML
Markup languages,Specification languages,RSS Cloud
Markup languages,Specification languages,XML Signature
Markup languages,Specification languages,Video Ad Serving Template
Markup languages,Specification languages,DisplayML
Markup languages,Specification languages,Standard Business Reporting
Markup languages,Specification languages,W3C MMI
Markup languages,Specification languages,COLLADA
Markup languages,Specification languages,Marketing.xml
Markup languages,Specification languages,XML Schema (W3C)
Markup languages,Specification languages,Web Services Conversation Language
Markup languages,Specification languages,ABCD Schema
Markup languages,Specification languages,VoID
Markup languages,Specification languages,MusicXML
Markup languages,Specification languages,RSS
Markup languages,Specification languages,GeoXACML
Markup languages,Specification languages,Natural Language Semantics Markup Language
Markup languages,Specification languages,Simple API for XML
Markup languages,Specification languages,HTML5
Markup languages,Specification languages,RDF/XML
Markup languages,Specification languages,GXL
Markup languages,Specification languages,XMPP
Markup languages,Specification languages,Election Markup Language
Markup languages,Specification languages,OPML
Markup languages,Specification languages,FeedSync
Markup languages,Specification languages,OML
Markup languages,Specification languages,Sitemaps
Markup languages,Specification languages,XBL
Markup languages,Specification languages,Easytrade
Markup languages,Specification languages,JDOM
Markup languages,Specification languages,Auto-lead Data Format
Markup languages,Specification languages,3D Manufacturing Format
Markup languages,Specification languages,Emotion Markup Language
Markup languages,Specification languages,Form Faces
Markup languages,Specification languages,Extensible Configuration Checklist Description Format
Markup languages,Specification languages,Open Scripture Information Standard
Markup languages,Specification languages,FXML
Markup languages,Specification languages,SyncML
Markup languages,Specification languages,EXSLT
Markup languages,Specification languages,Service Provisioning Markup Language
Markup languages,Specification languages,XDI
Markup languages,Specification languages,Extensible Application Markup Language
Markup languages,Specification languages,Google Wave Federation Protocol
Markup languages,Specification languages,MetaWeblog
Markup languages,Specification languages,CALS Table Model
Markup languages,Specification languages,Report Definition Language
Markup languages,Specification languages,Metalink
Markup languages,Specification languages,Information and Content Exchange
Markup languages,Specification languages,Xml:tm
Markup languages,Specification languages,XHTML+Voice
Markup languages,Specification languages,PubSubHubbub
Markup languages,Specification languages,FictionBook
Markup languages,Specification languages,Pronunciation Lexicon Specification
Markup languages,Specification languages,Synchronized Multimedia Integration Language
Markup languages,Specification languages,MPEG-4 Part 17
Markup languages,Specification languages,OpenMath
Markup languages,Specification languages,XProc
Markup languages,Specification languages,XInclude
Markup languages,Specification languages,XSLT elements
Markup languages,Specification languages,ID-WSF
Markup languages,Specification languages,Document Object Model
Markup languages,Specification languages,Music Markup Language
Markup languages,Specification languages,Nested Context Language
Markup languages,Specification languages,XML Resource
Markup languages,Specification languages,DAISY Digital Talking Book
Markup languages,Specification languages,Content Assembly Mechanism
Markup languages,Specification languages,CXML
Markup languages,Specification languages,S5 (file format)
Markup languages,Specification languages,USMTF
Markup languages,Specification languages,XDXF
Markup languages,Specification languages,XSL Formatting Objects
Markup languages,Specification languages,Extensible Provisioning Protocol
Markup languages,Specification languages,Enterprise Mashup Markup Language
Markup languages,Specification languages,Common Alerting Protocol
Markup languages,Specification languages,XBRL GL
Markup languages,Specification languages,XFA
Markup languages,Specification languages,Extensible MPEG-4 Textual Format
Markup languages,Specification languages,XHTML Friends Network
Markup languages,Specification languages,OAXAL
Markup languages,Specification languages,XDuce
Markup languages,Specification languages,GraphML
Markup languages,Specification languages,XVRML
Markup languages,Specification languages,WaterML
Markup languages,Specification languages,Job Submission Description Language
Markup languages,Specification languages,XCBL
Markup languages,Specification languages,SOAP
Markup languages,Specification languages,S1000D
Markup languages,Specification languages,XAdES
Markup languages,Specification languages,SCXML
Markup languages,Specification languages,Water Data Transfer Format
Markup languages,Specification languages,Java Speech Markup Language
Markup languages,Specification languages,Precision Graphics Markup Language
Markup languages,Specification languages,WS-Discovery
Markup languages,Specification languages,XBRL
Markup languages,Specification languages,XFrames
Markup languages,Specification languages,SOAP-over-UDP
Markup languages,Specification languages,ISO/IEC 19775-1
Markup languages,Specification languages,X3D
Markup languages,Specification languages,FpML
Markup languages,Specification languages,AutomationML
Markup languages,Specification languages,FIXatdl
Markup languages,Specification languages,ONIX for Books
Markup languages,Specification languages,Continuity of Care Document
Markup languages,Specification languages,GJXDM
Markup languages,Specification languages,Fibex
